Bien so,Ki hieu,Ma Tinh,Thoi gian nhan dien,Trang thai
21661,V2,83,27/04/2022 - 00:06 AM,True
21661,V2,83,27/04/2022 - 00:06 AM,False
21661,V2,83,27/04/2022 - 00:26 AM,True
21661,V2,83,27/04/2022 - 00:49 AM,True
21661,V2,83,27/04/2022 - 00:51 AM,True
